NUMERO RNA,NOM,OBJET,DATE DE RECONNAISSANCE D'UTILITE PUBLIQUE,DATE DE DERNIERE MODIFICATION STATUTAIRE,"ADRESSE
SIEGE SOCIAL",CP,VILLE
,SOCIETE DES ANCIENS TEXTES FRANCAIS,Publication de documents de toute nature rédigés au moyen- âge en langue d'Oc et langue d’Oïl,28/02/1907,18/01/1925,"19, rue de la Sorbonne",75011,PARIS
,SOCIETE DES ANTIQUAIRES DE LA MORINIE,Conservation et description des anciens monuments de la marine.,21/04/1835,,"6, rue au Vent",62500,SAIN-OMER
,SOCIETE DES ANTIQUAIRES DE L'OUEST,"La recherche, l'étude, la conservation et la description des antiquités, et des documents historiques dans la région comprise entre la Loire et la Dordogne",15/07/1875,,"Hôtel de l'échevinage et des grandes écoles
BP 179",84800,POITIERS
W142011232,SOCIETE DES ANTIQUAIRES DE NORMANDIE,"Recherche des antiquités, études de l'histoire nationale dans les départements de Seine Maritime, de l'Eure, du Calvados, de l'Orne, et de la Manche.",14/02/1855,,"Archives du Calvados
61, rue de Lion-sur-Mer",14000,CAEN
,SOCIETE DES ANTIQUAIRES DE PICARDIE,L'étude et la description de tous les monuments. Elle fera connaître autant que possible à quel âge appartiennent les monuments et les tombeaux gaulois.,18/07/1851,,"48, rue de la République",80000,AMIENS
pas de RNA,SOCIETE DES ARCHIVES HISTORIQUES DE LA SAINTONGE ET DE L'AUNIS,"Conservation des archives qui lui seront données, publication de documents inédits, pièces, travaux historiques ou archéologiques.",21/06/1886,,"8, rue Mauny",17100,SAINTES
,SOCIETE DES ARTISTES DU NORD,"Organiser des expositions périodiques de peintures, sculptures, gravures, aquarelles, pastels et dessins ;  prêter aide et assistance à ses membres dans les occasions où cela pourrait leur être utile.",11/12/1936,12/01/1968,Palais des Beaux Arts,59000,LILLE
,SOCIETE DES ARTISTES FRANCAIS,Représenter et défendre les intérêts généraux des artistes français notamment par l'organisation des expositions annuelles des beaux-arts.,11/05/1883,26/06/1968,"Avenue Franklin D Roosevelt
Porte C",75008,PARIS
,SOCIETE DES ARTISTES INDEPENDANTS,"L'organisation d'expositions annuelles et périodiques des Beaux-Arts - peintures, sculptures, gravures, dessins, cartons, aquarelles, pastels, miniatures, architecture, photos, arts numériques, arts textiles, arts décoratifs et objets d'art précieux - basées sur le principe ""de la suppression des jurys d'admission"" ; elle a pour but ""de permettre à tous les artistes de présenter librement leurs œuvres au jugement du public"".",30/03/1923,11/04/2016,Porte C - Avenuue Franklin Roosevelt,75116,PARIS
W313001393,SOCIETE DES ARTISTES MERIDIONAUX,"Grouper les artistes et artisans Toulousains et du midi de la France faisant œuvre moderne et person, de les habituer à s'entraider et de les mettre directement en rapport avec les amateurs au moyen d'expositions publiques.",27/12/1935,,23 rue des bolets,31650,SAINT-ORENS
W332014316,SOCIETE DES BIBLIOPHILES DE GUYENNE,"Promouvoir l'art, la science et l'amour du livre comme instrument de civilisation et comme expression de la vie culturelle Française.",03/10/1974,,"7, rue du Corps-Franc-Pommiès",33075,BORDEAUX CEDEX
,SOCIETE DES CHIRURGIENS DE PARIS,Etude et les progrès de la chirurgie et tout ce qui se rattache à cet objet.,10/06/1925,09/07/1966,"60, Boulevard Latour Maubourg",75015,PARIS
,SOCIETE DES CINCINNATI DE FRANCE,Perpétuer le souvenir de la fraternité d'armes qui avait uni officiers français et officiers américains au cours des combats qu'ils menèrent ensemble pour l'indépendance des États Unis d'Amérique.,20/07/1976,21/06/2005,"2 bis, rue Rabelais",75008,PARIS
,SOCIETE DES CORBIERES,"Soutenir et former moralement les jeunes, quelque soit leur statut",27/08/1921,06/10/2008,"34, rue du Docteur Blanche",75016,PARIS
,SOCIETE DES CRECHES D'AMIENS,Fonder et entretenir des crèches où sont recueillis et soignés pendant le jour les petits enfants pauvres âgés de moins de deux ans dont les mères travaillent hors de chez elles.,22/11/1895,,Hôtal de ville,80000,AMIENS
,SOCIETE DES CRECHES DE NANCY,Garder pendant la journée les enfants ayant plus de quinze jours et moins de trois ans dont les mères travaillent hors de chez elles.,22/12/1884,,"4, rue Baron Louis",54000,NANCY
,SOCIETE DES ELECTRICIENS ET DES ELECTRONICIENS,"Contribuer au développement de l'électricité, de la radio électricité, et de l'électronique théorique et pratique ainsi qu'à celui des sciences qui s'y rattachent.",07/12/1886,09/05/2001,"11-17, rue Hamelin",75006,PARIS CEDEX 16
,SOCIETE DES ETUDES HISTORIQUES,Encourager et propager les études historiques en France et à l'étranger. Association disparue.,18/04/1872,07/11/1876,"27, rue Saint Guillaume",75008,PARIS
,SOCIETE DES ETUDES JUIVES,"Favoriser le développement des études relatives à la religion, à l'histoire, aux littératures et aux sociétés juives.",06/10/1896,21/05/2013,"6 bis, rue Michel-Ange",75016,PARIS
,"SOCIETE DES ETUDES LITTERAIRES, SCIENTIFIQUES ET ARTISTIQUES DU LOT","L'étude de toutes questions concernant l'histoire, l'archéologie, les sciences naturelles et les traditions populaires du Quercy.",16/09/1928,13/02/1978,"792, rue Emile-Zola",46000,CAHORS
,SOCIETE DES ETUDES ROBESPIERRISTES,"Recherche et publication des documents ou travaux relatifs à l'histoire de Robespierre, de la Révolution et de l'Empire.",27/05/1935,05/11/1998,"17, rue de la Sorbonne",75009,PARIS
,SOCIETE DES EXPERTS CHIMISTES DE FRANCE (SECF),"Aider à l'avancement et à la propagation des études appliquées à l'expertise chimique, prêter un concours désintéressé dans toutes les circonstances où elle peut avoir un avis à donner dans l'intérêt général et particulièrement dans celui de la justice.",12/11/1965,30/07/2009,27 rue Saint-Dominique,75007,PARIS
,SOCIETE DES EXPLORATEURS ET DES VOYAGEURS FRANCAIS,"Développement de l'exploration française sous toutes ses formes, et notamment par la facilité qu'elle donne à ses adhérents.",11/09/1972,,"184, Boulevard Saint Germain",75001,PARIS
,SOCIETE DES GENS DE LETTRES (SGDL),"Propager et défendre en France et à l'étranger la langue et la pensée française,  protéger les intérêts moraux et  faire valoir en commun les droits de tous les membres.",10/12/1891,13/06/2018,"38, rue du Faubourg Saint-Jacques",75014,PARIS
,SOCIETE DES INGENIEURS DE L'AUTOMOBILE,Favoriser par tous les moyens appropriés les progrès techniques  de l'industrie automobile et des industries connexes.,31/08/1959,10/04/2008,"Immeuble Le Gabriel Voisin
79, rue Jean-Jacques Rousseau",92158,SURESNES
,SOCIETE DES INGENIEURS DIPLOMES DE L'ECOLE SPECIALE DES TRAVAUX PUBLICS DU BATIMENT ET DE L'INDUSTRIE (ESTP),Entretenir des relations suivies et des liens de camaraderie entre les ingénieurs anciens élèves diplômés de l' École Spéciale des Travaux Publics.,16/11/1950,11/01/1990,15 rue Cortambert,75016,PARIS
,SOCIETE DES INGENIEURS DIPLOMES PAR L'ETAT (SIDPE),Regrouper les ingénieurs diplômés par l’État en vue de la protection et de l'illustration de leur titre de la défense de leurs droits.,25/07/1997,05/12/2019,"292, rue Saint-Martin",94220,PARIS
,SOCIETE DES JARDINS FAMILIAUX DE L'OISE,"Répandre et encourager le goût et la pratique du jardinage, de l'apiculture et de l'économie ménagère notamment parmi les ouvriers et employés.",14/05/1930,06/10/1967,,60000,GOINCOURT
W122002359,SOCIETE DES LETTRES SCIENCES ET ARTS DE L'AVEYRON,"Concourir par tous les moyens à sa disposition au progrès des lettres, sciences et arts dans le département de l'Aveyron.",28/08/1857,28/06/1993,"2, rue de la laumière",12000,RODEZ
,"SOCIETE DES LETTRES,  SCIENCES ET ARTS DE LA LOZERE","Contribuer par tous moyens appropriés au progrès des lettres, sciences et arts dans le département de la Lozère.",03/12/1856,29/11/1977,"3, rue l'Epine - BP 58",48002,MENDE CEDEX
W1510007770,"SOCIETE DES LETTRES, SCIENCES ET ARTS",Stimuler et  répandre dans la région le goût des études intellectuelles.,18/01/1925,,rue du 139ème R. I.,15012,AURILLAC CEDEX
W062009322,"SOCIETE DES LETTRES, SCIENCES ET ARTS DES ALPES MARITIMES","Propager le goût des travaux intellectuels dans le département des Alpes Maritimes et encourager par tous moyens dont elle pourra disposer l'étude des lettres, des sciences et des arts.",25/08/1879,19/02/1926,"13, rue Maccarani",06000,NICE
,SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR (SMLH),"Concourir au prestige de l’Ordre national de la Légion d’Honneur et contribuer au rayonnement des valeurs et de la culture de la France sur le territoire national comme à l’étranger ; Promouvoir, dans la société française, les valeurs incarnées par la Légion d’Honneur et contribuer au développement de l’esprit civique et patriotique, notamment par des actions éducatives auprès de la jeunesse ; Participer à des activités ou actions de solidarité nationale tout en renforçant les liens d’entraide entre les membres.",27/03/1922,27/03/2012,Hôtel national des Invalides,75700,PARIS CEDEX 07
W061004877,SOCIETE DES MUSEES DE LA VILLE DE GRASSE,"La recherche, la réunion, l'étude et la conservation de tous objets ; textes et documents écrits ou verbaux, se rapportant à l'art à l'histoire à la littérature aux traditions ou usages de la Provence Orientale, et notamment de la région comprise entre le Var, l’Argens et le Verdon c’est-à-dire des anciens diocèses de Grasse, Vence, Fréjus et de l’abbaye de Lérins.",25/07/1923,09/04/2019,"2, rue Mirabeau",06130,GRASSE
W012010013,SOCIETE DES NATURALISTES ET DES ARCHEOLOGUES DE L'AIN (SNAA),"Contribuer dans le département, à l'œuvre d'éducation mutuelle, par la diffusion des sciences de la nature et de leurs applications ainsi que des sciences historiques et préhistoriques se rapportant aux pays qui ont formé le département de l'Ain.",31/12/1948,17/06/2010,"5 bis, avenue des Belges",01000,BOURG-EN-BRESSE
,SOCIETE DES PEINTRES GRAVEURS,"Favoriser le développement de la gravure originale sous toutes ses formes, à l'exclusion formelle de tous les procédés mécaniques ou photographiques, et principalement par le moyen des expositions, soit en France, soit à l'étranger, des conférences, des publications, etc... Toutes discussions politiques ou religieuses y sont formellement interdites.",20/08/1949,24/03/2017,"1, rue la Bruyère",75009,PARIS
,SOCIETE DES POETES FRANCAIS,"Promouvoir partout en France, par tous les moyens la poésie d'expression française sans distinction de genres. Étendre son action à la Francophonie en créant ou en renforçant les liens d'amitié et culturels avec tous les poètes francophones.",23/10/2003,,"16, rue Monsieur le Prince",75006,PARIS
,SOCIETE DES REGATES DU  HAVRE,"Développer la navigation sous toutes les formes, donner le goût  des courses nautiques, contribuer au progrès dans la construction maritime,  venir en aide par sa caisse de secours aux marins et leurs familles éprouvés par des sinistres maritimes.",04/11/1917,19/10/2017,Quai Éric Tabarly    ,76200,LE HAVRE
W173001760,SOCIETE DES REGATES ROCHELAISES,"Développer le goût des exercices et courses nautiques,   perfectionner les manœuvres à la voile et à l'aviron.",06/09/1893,,Port de La Rochelle,17000,LA ROCHELLE
,SOCIETE DES SAUVETEURS DU NORD ET DU PAS-DE-CALAIS,Venir en aide à ses membres titulaires ainsi qu'à leurs veuves et leurs orphelins dans le besoin en leur accordant les secours prévus au règlement intérieur ; allouer dans les mêmes conditions des secours aux veuves.,30/12/1896,,"116, rue de l'Hôpital Militaire",59000,LILLE
,SOCIETE DES SAVANTS ET INVENTEURS DE FRANCE,"Protéger et encourager les inventions, défendre les intérêts des inventeurs français ainsi que de tout propriétaire de brevet.",08/07/1924,02/12/1930,"12, rue Béranger",92100,BOULOGNE-BILLANCOURT
,SOCIETE DES SCIENCES ET DE L'AGRICULTURE ET DES ARTS DE LILLE,"Etude et propagation des sciences, des lettres, des beaux-arts, de l'agriculture et de l'industrie.",13/12/1862,17/08/1923,"Rue de la Monnaie
Hospice Comtesse",59800,LILLE
,SOCIETE DES SCIENCES HISTORIQUES ET NATURELLES DE L'YONNE,"Établir des liens et un centre commun d'études et de travail entre toutes les personnes qui, dans le département de l'Yonne ou relativement aux pays de l'Yonne s'occupent de sciences, lettres et arts.",14/01/1861,08/02/1968,"1, rue Marie-Noël",89015,AUXERRE
W2112008212,SOCIETE DES SCIENCES HISTORIQUES ET NATURELLES DE SEMUR-EN-AUXOIS,Servir de centre régional aux études historiques et scientifiques intéressants le pays d'Auxois.,10/07/1908,,Fouilles et Musée d'Alésia,21140,SEMUR-EN-AUXOIS
,SOCIETE DES SCIENCES LETTRE ET ARTS DE BAYONNE,"Encourager l'étude des faits qui se rattachent à l'archéologie, la météorologie.",27/11/1931,05/05/2000,"1, rue Marengo",64100,BAYONNE
,SOCIETE DES SCIENCES LETTRES ET ARTS DE PAU,Contribuer par les efforts réunis de ses membres au progrès intellectuel du Béarn.,28/07/1939,22/03/1967,Palais de justice - Halle Neuve,64000,PAU
W173003140,SOCIETE DES SCIENCES NATURELLES DE LA CHARENTE-MARITIME,"Réunir dans un musée les productions naturelles qu’offre le département et de former alors la deuxième section de l’Académie des Belles lettres, Sciences et Arts de La Rochelle, poursuit désormais les buts suivants :
Diffusion de la culture scientifique dans les domaines allant des Sciences de la Vie aux Sciences de la Terre ; Contribuer à une meilleure connaissance du patrimoine naturel départemental, élargi au domaine marin, et régional au travers d’articles scientifiques publiés dans les Annales de la Société et notamment d’inventaires faunistisques et floristiques de milieux naturels.",04/09/1852,29/06/2020,"28, rue Albert 1er",17000,LA ROCHELLE
,SOCIETE DES SCIENCES NATURELLES DE L'OUEST DE LA FRANCE,"Concourir au progrès de la zoologie, de la botanique, de la géologie et de la minéralogie de l'Ouest de la France au double point de vue de la sciences pure et des applications pratiques.",29/04/1975,02/03/2009,"12, rue Voltaire",44000,NANTES
,SOCIETE DES SCIENCES NATURELLES ET D'ARCHEOLOGIE DE TOULON ET DU VAR,"La pratique et la diffusion des sciences naturelles et de l'archéologie ainsi que la découverte, l'inventaire et la protection des sites, gisements, grottes, ou stations présentant un intérêt scientifiques.",12/04/1979,02/07/1997,"4 & 6, cité Montéty",83000,TOULON
W381017260,SOCIETE DES TOURISTES DU DAUPHINE (STD),"La pratique et la promotion des activités de montagne et d’escalade telles que : alpinisme, ski-alpinisme, expéditions ; Randonnée à raquettes, ski nordique ; escalade, via ferrata . Randonnée en montagne, canyonisme ; La mise à disposition des refuges de montagne dans le cadre de l’exercice des activités susvisées ; Toute action compatible avec ces objets qui s’y rapporte et contribue à leur réalisation. Ces activités s’inscrivent dans le cadre des pratiques défendues et mises en valeur par la Fédération Française de la Montagne et de l’Escalade (FFME) et la Fédération Française de Randonnée Pédestre (FFRP), fédérations dont l’Association est adhérente.",07/06/1893,"29/08/1973
18/02/2021",3 pass Palais de Justice,38000,GRENOBLE
,SOCIETE D'ETHNOGRAPHIE DE PARIS,Contribuer au progrès des sciences ethnographiques.,14/06/1880,14/08/1984,"47, rue de Lille",75006,PARIS
,SOCIETE D'ETUDE DU XVIIE SCIECLE,"Étudier le XVII siècle et de le faire mieux connaître dans son ensemble et notamment dans le domaine historique,  littéraire, philosophique.",13/10/1983,,"1, rue Victor Cousin",75011,PARIS
,SOCIETE D'ETUDES D'AVALLON (SEA),"Faciliter et encourager les études, les recherches, les travaux concernant l'histoire, les sciences, les lettres et les arts dans l'Avallonais.",03/03/1969,,rue des Odebert,88026,AVALLON
,SOCIETE D'ETUDES ET DE SOINS POUR LES ENFANTS PARALYSES ET POLYMALFORMES,Entreprendre toutes études et toutes recherches concernant la poliomyélite.,17/09/1953,04/10/2018,,,ANTONY
W052000677,SOCIETE D'ETUDES HISTORIQUES SCIENTIFIQUES ARTISTIQUES LITTERAIRES DES HAUTES-ALPES,Favoriser par tous les moyens en son pouvoir la connaissance et l'expansion de tout ce qui intéresse ou touche le département.,23/05/1960,,"23, rue Carnot",05000,GAP
,SOCIETE D'ETUDES SCIENTIQUES ET ARCHEOLOGIQUES DE DRAGUIGNAN ET DU VAR,Étudier toutes les questions qui intéressent la Provence et particulièrement le département du Var.,08/08/1876,30/05/1962,"21, Allées d'Azémar",83000,DRAGUIGNAN
,SOCIETE D'HISTOIRE DE LA LORRAINE ET DU MUSEE LORRAIN,"Étudier et  faire connaître l'identité, l'histoire et l'art de la Lorraine et veiller à la conservation du patrimoine de la région.",09/01/1861,24/10/1997,"Palais Ducal - 64, Grande rue",54000,NANCY
,SOCIETE D'HISTOIRE DE LA PHARMACIE,"L'étude de tout ce qui intéresse le passé des sciences de l'art et de la profession pharmaceutique ainsi que la conservation des manuscrits, ouvrages monuments et objets qui s'y rattachent.",01/07/1966,23/10/1973,"4, avenue de l'Observatoire",75006,PARIS CEDEX 06
,SOCIETE D'HISTOIRE ET ARCHEOLOGIE DE SENLIS,"Se propose de rechercher, décrire et conserver les monuments historiques et les œuvres d'art qui intéressent la ville, l'arrondissement et l'ancien diocèse de Senlis.",21/04/1877,19/06/2006,"Hôtel de ville- 17, rue de Beauvais",60300,SENLIS
,SOCIETE D'HISTOIRE ET D'ARCHEOLOGIE D'ARGENTEUIL ET DU PARISIS – LE VIEIL ARGENTEUIL,"Études, recherches et publications concernant l'histoire et l'archéologie de cette région.",24/12/1971,,"5, rue Pierre Guienne",95100,ARGENTEUIL
,SOCIETE D'HISTOIRE ET D'ARCHEOLOGIE DE L'ARRONDISSEMENT DE PROVINS,"Encourager les recherches historiques et archéologiques relatives à Provins et à ses environs, étudier toutes les questions s'y rapportant.",18/01/1925,28/05/1985,"42, chemin de Fleigny",77830,PROVINS
,SOCIETE D'HISTOIRE ET D'ARCHEOLOGIE DE MAURIENNE (SHAM),Etude de toutes les questions scientifiques qui concernent la Maurienne.,16/06/1948,,"82, avenue des Clapeys
Résidence l'Etendard",73300,SAINT-JEAN-DE-MAURIENNE
,SOCIETE D'HISTOIRE GENERALE ET D'HISTOIRE DIPLOMATIQUE,Contribuer par tous les moyens en son pouvoir au progrès des sciences historiques.,18/01/1905,30/03/1923,33 rue du Faubourg Saint Honoré,75011,PARIS
,SOCIETE D'HISTOIRE LITTERAIRE DE LA FRANCE,"Fournir aux personnes qui s'intéressent à l'histoire de la littérature française des moyens de se réunir d'échanger leurs idées, de profiter en commun des recherches individuelles, d'unir leurs efforts et de grouper leurs travaux.",19/09/1972,26/03/1981,"112, rue Monge
BP 173",75005,PARIS
,SOCIETE D'HISTOIRE NATURELLE D'AUVERGNE (SHNA),Mettre en rapport ceux qui s'intéressent à toutes les disciplines des sciences et faire œuvre post-scolaire en les vulgarisant dans le public afin de dresser un inventaire précis des richesses naturelles de l'Auvergne.,06/09/1971,,3 boulevard Lafayette,63000,CLERMONT-FERRAND
,SOCIETE D'HISTOIRE NATURELLE DE LA SAVOIE,Concourir au progrès de l'histoire naturelle en Savoie par la création et l'entretien d'un musée et d'un jardin des plantes à Chambéry.,19/10/1844,,"208, avenue de Lyon
BP 844",73008,CHAMBERY
,SOCIETE D'HISTOIRE NATURELLE ET DES AMIS DU MUSEUM D'AUTUN,"Contribuer au progrès des sciences naturelles et préhistoriques, en propager le goût, rechercher, recueillir, étudier, classer et présenter tout ce qui peut se rattacher à ces sciences.",18/05/1895,17/09/2012,"15, rue Saint-Antoine",71400,AUTUN
,"SOCIETE D'HORTICULTURE D'ARBORICULTURE,  ET DE SYLVICULTURE DE LA MEUSE","Améliorer et encourager la culture des légumes, fleurs et arbustes de tous genres, ainsi que la plantation et la culture de la vigne, des arbres fruitiers et forestiers de rapport et d'agrément.",04/03/1912,08/07/1928,"58, rue Mazel",55000,VERDUN
,SOCIETE D'HORTICULTURE DE BOTANIQUE ET D'APICULTURE DE BEAUVAIS,"Perfectionnement des diverses branches de l'horticulture, de la botanique, de l'apiculture et des diverses industries qui s'y rattachent.",19/03/1881,26/02/1931,"20, rue Saint Jacques",60000,BEAUVAIS
,SOCIETE D'HORTICULTURE DE COMPIEGNE,"Développer l'instruction horticole par son enseignement et ses publications, répandre le goût de l'horticulture par ses expositions et ses concours.",15/01/1933,,Mairie de Compiègne,60200,COMPIEGNE
W251002305,SOCIETE D'HORTICULTURE DE FRANCHE COMTE ET DES AMIS DES JARDINS BOTANIQUES,"L'amélioration et l'encouragement des cultures potagères, des plantations d'arbres fruitiers ou d'agrément, des fleurs de pleine terre, d'orangerie ou de serre, de la vigne, des plantations forestières et de l'apiculture et l’embellissement des villages du département.",18/04/1920,10/11/2009,"Hôtel de ville - 52, Grande rue",25000,BESANÇON
W332000556,SOCIETE D'HORTICULTURE DE LA GIRONDE (SHG),Perfectionnement et les progrès de toutes les branches de l'horticulture des arts et industries qui s'y rattachent; récompenser par des primes diverses tous les mérites horticoles.,11/11/1911,12/08/2016,66 Avenue Léon Blum,33110,LE BOUSCAT
,SOCIETE D'HORTICULTURE DE LA SARTHE,"Encourager la culture des plantes indigènes et exotiques, répandre les bonnes méthodes de culture et faire mieux connaître et aimer la nature.",09/08/1864,15/11/1994,"4, rue de Sinault",72000,LE MANS
,SOCIETE D'HORTICULTURE D'ORLEANS ET DU LOIRET (SHOL),Contribuer au progrès de la science et de la pratique de l'horticulture.,06/06/1885,05/10/1956,"1, Cloître Saint-Pierre-le-Puellier",45000,ORLEANS
,SOCIETE D'HORTICULTURE DU NORD DE LA FRANCE,Faire progresser l'horticulture et venir en aide par la mutualité et les encouragements aux travailleurs horticoles.,15/04/1898,,"14, rue Nicolas Leblanc",59000,LILLE
,SOCIETE D'HORTICULTURE ET DE BOTANIQUE DE L'ARRONDISSEMENT DU HAVRE,Propagation du goût de l'horticulture et de la botanique.,08/01/1891,,"56, rue Anatole France",76000,LE HAVRE
,SOCIETE D'HORTICULTURE ET DE VITICULTURE D'EPERNAY,"Perfectionner toutes les branches de l'horticulture et de la viticulture, vulgariser les connaissances horticoles et viticoles.",11/04/1923,,"5, rue du Comte de Lambertye",51200,EPERNAY
W281004146,SOCIETE D'HORTICULTURE ET DE VITICULTURE D'EURE-ET-LOIR,"Provoquer, encourager et récompenser les améliorations de la culture des pépinières, des jardins et des vignes ; de la culture maraîchère et de la culture des arbres, arbustes, fleurs et plantes de toutes espèces, soit d’utilité, soit d’agrément ; Encourager et récompenser les industries qui se rattachent à l’horticulture dans le perfectionnement de leurs outils et ustensiles ; et de s’associer dans la mesure de ses forces à toutes les œuvres tendant au même but ; notamment à l’oeuvre des Comices Agricoles du département dans leurs encouragements à la culture maraîchères et fruitière des jardins de ferme, à la culture des vignes et des arbres à fruits de pressoir.",08/09/1866,26/11/1927,"39, avenue d'Aligre",28000,CHARTRES
W343001679,SOCIETE D'HORTICULTURE ET D'HISTOIRE NATURELLE DE L'HERAULT (SHHNH),Concourir au progrès de l'art horticole et des sciences qui s'y rattachent,14/04/1933,30/10/1997,"125, rue du Moulin Sémalem
Résidence Parc à Ballon 1 - Bât. B",34000,MONTPELLIER
,"SOCIETE D'HORTICULTURE, D'ARBORICULTURE ET DE VITICULTURE DES DEUX-SEVRES","L'enseignement gratuit et populaire des cultures potagères, de la taille, de la plantation d'arbres fruitiers.",19/08/1922,23/05/1977,"37, quai Maurice Métayer",79022,NIORT
,SOCIETE DIEPPOISE DE PROTECTION DES ANIMAUX,Faire appliquer rigoureusement les lois de protection aux animaux.,09/08/1974,,Refuge de Saint-Aubin-sur-Scie,76000,SAINT-AUBIN-SUR-SCIE
W212003234,SOCIETE DIJONNAISE DE L'ASSISTANCE PAR LE TRAVAIL,"Faciliter aux malheureux sans travail, valides et encore en état de travailler, la recherche d'une place et de leur éviter de se livrer à la mendicité, en leur procurant des ressources par un travail temporaire, en les adressant aux patrons, aux œuvres et aux associations, qui sont à même de leur venir en aide, de leur trouver un emploi et de rapatrier, s’il y a lieu, ceux qui sont étrangers à la ville.",13/08/1906,30/03/1915,"5, bis de la Manutention",21000,DIJON
W062009339,"SOCIETE DU GONFALON - ARCHICONFRERIE DE
LA SAINTE-CROIX","Exercer le culte catholique et secourir les malades,  à l'exclusion de toute idée politique.",17/05/1817,11/04/1978,"5, rue François Zanin",06300,NICE
,SOCIETE DU MANOIR D'ARGENTELLES,Gérer le manoir d'Argentelles et ses annexes ; en assurer la restauration et la conservation.,23/05/1973,28/10/1975,Château de Champobert,61310,VILLE-BADIN
W313023631,SOCIETE DU PRET GRATUIT ET DU FOYER DES JEUNES TRAVAILLEURS,Venir au secours des personnes indigentes ou mal aisées par des prêts charitables et gratuits sur nantissement et sous les conditions ci-après exprimées afin de garantir le remboursement des sommes qui seront prêtées. Inconnue à la préfecture.,27/08/1828,18/12/1959,"13, rue du Languedoc",31000,TOULOUSE
,SOCIETE DU SALON D'AUTOMNE,"Encourager le développement des beaux arts dans toutes ses manifestations, et ce, particulièrement par des expositions annuelles tant en France qu'à l'étranger.",01/05/1920,20/02/2006,"Avenue Franklin D Roosevelt
Grand Palais des Champs-Elysées
Porte C",75008,PARIS
,SOCIETE DU SOU DES ECOLES D'AVIGNON,Encourager moralement et matériellement les écoles primaires laïques de la ville et d'Avignon et de la banlieue. Dissolution demandée.,29/10/1923,,Mairie d'Avignon,84000,AVIGNON
W281004056,"SOCIETE DUNOISE (ARCHEOLOGIE, HISTOIRE, SCIENCES ET ARTS)","Rechercher et de conserver les antiquités et tous les objets et documents touchant à l’archéologie, à l’histoire, aux sciences et aux arts en Pays Dunois.",12/12/1878,26/07/1995,"2, rue du Cloître Saint-Roch",28200,CHATEAUDUN
,SOCIETE EDUENNE DES LETTRES-SCIENCES ET ARTS,"Veiller à la conservation des antiquités dans l'Autunois et contribuer au progrès des Lettres, Sciences et Arts.",30/05/1866,28/04/1948,rue des Bancs hôtel Rolin,71400,AUTUN
,SOCIETE EN FRANCE DES FILS DE LA REVOLUTION AMERICAINE,"- aimer et conserver le souvenir de ceux pendant la révolution américaine travaillèrent à établir l'indépendance du peuple américain
- favoriser des relations cordiales entre leurs descendants
- encourager les recherches historiques se rapportant à la guerre de l'indépendance américaine
- maintenir les liens d'amitié qui se sont formés entre les peuples français et américains, au moment de la naissance de la nation américaine.",31/12/2013,,"20, rue Bosquet",75007,PARIS
W151003901,SOCIETE ENCOURAGEMENT A L'AGRICULTURE DU CANTAL,"Encourager,  faire progresser et défendre l'agriculture dans le Cantal, sous toutes ses formes et par tous les moyens. Depuis 1926 cette association n'a fourni que très peu  d'information. Deux P.V d'assemblée  générale en 1964 et 1981.",08/08/1926,,"62, avenue de la République",16006,AURILLAC
,SOCIETE ENTOMOLOGIQUE DE FRANCE,Concourir aux progrès de l'entomologique en général et d'appliquer cette science à l'agriculture à l'industrie aux arts et à la médecine.,23/08/1878,25/02/1988,"45, rue Buffon",75272,PARIS
,SOCIETE EQUESTRE DE L'ETRIER,Développement du sport équestre grâce à une pratique régulière de l'équitation et la préparation des cavaliers aux diplômes d’État,14/02/1913,26/11/2007,Route de Madrid aux lacs - Bois de Boulogne,75116,PARIS
,SOCIETE FENELON,"Assurer l'existence d'un établissement d'enseignement libre à caractère catholique ds l'enceinte d'un immeuble appartenant à la Sté Fénelon à Vaujours. L’association devra accueillir des enfants et ados en vue de leur dispenser l'enseignement primaire, secondaire, technique,etc., horticole.",05/02/1852,22/01/1981,"10, rue du Pré aux clercs",75007,PARIS
,SOCIETE FRANCAISE ACCOMPAGNEMENT ET SOINS PALLIATIFS (SFAP),"L'association a pour objet de développer et faire connaître les soins palliatifs et l'accompagnement des personnes atteintes d'une maladie grave, évolutive ou terminale dans tous leurs aspects, et particulièrement dans leurs implications scientifiques, cliniques, sociales et humaines concernant l'organisation de système de soins, les pratiques sociales ou professionnelles, la réflexion éthique et la recherche, l'enseignement et la formation, l'information et la sensibilisation.",24/06/2008,22/10/2015,"106, avenue Emile Zola",75015,PARIS
W922001223,SOCIETE FRANCAISE D'ALCOOLOGIE,"Contribuer au développement de l'alcoologie : établir des contacts entre les membres des disciplines concernées, contribuer au développement de l'information, établir des relations avec tous organismes.",29/10/1998,19/12/2007,"64, avenue du Général de Gaulle",92130,ISSY-LES-MOULINEAUX
,SOCIETE FRANCAISE D'ANATOMIE NORMALE ET PATHOLOGIQUE,L'étude de l'anatomie et de la physiologie normales et pathologique ; Le développement de la recherche médicale et scientifique en anatomie normale et en anatomie et cytologie pathologiques ; La contribution à la formation continue théorique et pratique en anatomie normale et en anatomie et cytologie pathologiques.,21/06/1928,11/01/1999,"79, boulevard du Montparnasse",75006,PARIS
